"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Connecticut"	"09"	"2006"	"2006"	68	256768	26.5
	"Connecticut"	"09"	"2007"	"2007"	56	256252	21.9
	"Connecticut"	"09"	"2008"	"2008"	54	253136	21.3
	"Connecticut"	"09"	"2009"	"2009"	52	251236	20.7
	"Connecticut"	"09"	"2010"	"2010"	44	249820	17.6
	"Connecticut"	"09"	"2011"	"2011"	43	245691	17.5
	"Connecticut"	"09"	"2012"	"2012"	50	243422	20.5
	"Connecticut"	"09"	"2013"	"2013"	52	242209	21.5
	"Connecticut"	"09"	"2014"	"2014"	38	240546	15.8
	"Connecticut"	"09"	"2015"	"2015"	46	236817	19.4
	"Connecticut"	"09"	"2016"	"2016"	45	233824	19.2
	"Delaware"	"10"	"1999"	"1999"	11	52931	Unreliable
	"Delaware"	"10"	"2000"	"2000"	21	53550	39.2
	"Delaware"	"10"	"2001"	"2001"	25	54877	45.6
	"Delaware"	"10"	"2002"	"2002"	28	55829	50.2
	"Delaware"	"10"	"2003"	"2003"	23	57260	40.2
	"Delaware"	"10"	"2004"	"2004"	27	58590	46.1
	"Delaware"	"10"	"2005"	"2005"	18	60115	Unreliable
	"Delaware"	"10"	"2006"	"2006"	21	61062	34.4
	"Delaware"	"10"	"2007"	"2007"	21	61243	34.3
	"Delaware"	"10"	"2008"	"2008"	15	60741	Unreliable
	"Delaware"	"10"	"2009"	"2009"	21	60125	34.9
	"Delaware"	"10"	"2010"	"2010"	19	59106	Unreliable
	"Delaware"	"10"	"2011"	"2011"	19	58042	Unreliable
	"Delaware"	"10"	"2012"	"2012"	23	57528	40.0
	"Delaware"	"10"	"2013"	"2013"	16	56462	Unreliable
	"Delaware"	"10"	"2014"	"2014"	13	57412	Unreliable
	"Delaware"	"10"	"2015"	"2015"	11	57665	Unreliable
	"Delaware"	"10"	"2016"	"2016"	21	58113	36.1
	"District of Columbia"	"11"	"1999"	"1999"	31	27937	111.0
	"District of Columbia"	"11"	"2000"	"2000"	18	28213	Unreliable
	"District of Columbia"	"11"	"2001"	"2001"	20	28257	70.8
	"District of Columbia"	"11"	"2002"	"2002"	26	28469	91.3
	"District of Columbia"	"11"	"2003"	"2003"	17	29366	Unreliable
	"District of Columbia"	"11"	"2004"	"2004"	34	30192	112.6
	"District of Columbia"	"11"	"2005"	"2005"	20	30269	66.1
	"District of Columbia"	"11"	"2006"	"2006"	24	30764	78.0
	"District of Columbia"	"11"	"2007"	"2007"	20	30660	65.2
	"District of Columbia"	"11"	"2008"	"2008"	23	29012	79.3
	"District of Columbia"	"11"	"2009"	"2009"	16	28150	Unreliable
	"District of Columbia"	"11"	"2010"	"2010"	22	27201	80.9
	"District of Columbia"	"11"	"2011"	"2011"	13	26555	Unreliable
	"District of Columbia"	"11"	"2012"	"2012"	14	26321	Unreliable
	"Florida"	"12"	"1999"	"1999"	420	1008093	41.7
	"Florida"	"12"	"2000"	"2000"	458	1025541	44.7
	"Florida"	"12"	"2001"	"2001"	438	1060071	41.3
	"Florida"	"12"	"2002"	"2002"	446	1094019	40.8
	"Florida"	"12"	"2003"	"2003"	427	1128121	37.9
	"Florida"	"12"	"2004"	"2004"	453	1163015	39.0
	"Florida"	"12"	"2005"	"2005"	516	1193605	43.2
	"Florida"	"12"	"2006"	"2006"	443	1212823	36.5
	"Florida"	"12"	"2007"	"2007"	484	1211463	40.0
	"Florida"	"12"	"2008"	"2008"	377	1193968	31.6
	"Florida"	"12"	"2009"	"2009"	387	1177698	32.9
	"Florida"	"12"	"2010"	"2010"	324	1172841	27.6
	"Florida"	"12"	"2011"	"2011"	347	1162539	29.8
	"Florida"	"12"	"2012"	"2012"	317	1159727	27.3
	"Florida"	"12"	"2013"	"2013"	316	1166772	27.1
	"Florida"	"12"	"2014"	"2014"	336	1175006	28.6
	"Florida"	"12"	"2015"	"2015"	373	1186353	31.4
	"Florida"	"12"	"2016"	"2016"	370	1184686	31.2
	"Georgia"	"13"	"1999"	"1999"	313	578643	54.1
	"Georgia"	"13"	"2000"	"2000"	305	586785	52.0
	"Georgia"	"13"	"2001"	"2001"	285	602751	47.3
	"Georgia"	"13"	"2002"	"2002"	277	618165	44.8
	"Georgia"	"13"	"2003"	"2003"	314	636259	49.4
	"Georgia"	"13"	"2004"	"2004"	246	651395	37.8
	"Georgia"	"13"	"2005"	"2005"	287	668459	42.9
	"Georgia"	"13"	"2006"	"2006"	265	685254	38.7
	"Georgia"	"13"	"2007"	"2007"	270	695223	38.8
	"Georgia"	"13"	"2008"	"2008"	273	694283	39.3
	"Georgia"	"13"	"2009"	"2009"	199	692444	28.7
	"Georgia"	"13"	"2010"	"2010"	231	691460	33.4
	"Georgia"	"13"	"2011"	"2011"	193	687006	28.1
	"Georgia"	"13"	"2012"	"2012"	184	688624	26.7
	"Georgia"	"13"	"2013"	"2013"	219	696461	31.4
	"Georgia"	"13"	"2014"	"2014"	204	704923	28.9
	"Georgia"	"13"	"2015"	"2015"	254	713364	35.6
	"Georgia"	"13"	"2016"	"2016"	249	720004	34.6
	"Hawaii"	"15"	"1999"	"1999"	21	83163	25.3
	"Hawaii"	"15"	"2000"	"2000"	17	82052	Unreliable
	"Hawaii"	"15"	"2001"	"2001"	25	82006	30.5
	"Hawaii"	"15"	"2002"	"2002"	24	82000	29.3
	"Hawaii"	"15"	"2003"	"2003"	27	83980	32.2
	"Hawaii"	"15"	"2004"	"2004"	28	86325	32.4
	"Hawaii"	"15"	"2005"	"2005"	18	87146	Unreliable
	"Hawaii"	"15"	"2006"	"2006"	25	87682	28.5
	"Hawaii"	"15"	"2007"	"2007"	19	88040	Unreliable
	"Hawaii"	"15"	"2008"	"2008"	16	86618	Unreliable
	"Hawaii"	"15"	"2009"	"2009"	26	85313	30.5
	"Hawaii"	"15"	"2010"	"2010"	24	84316	28.5
	"Hawaii"	"15"	"2011"	"2011"	23	82622	27.8
	"Hawaii"	"15"	"2012"	"2012"	20	80741	24.8
	"Hawaii"	"15"	"2013"	"2013"	18	80915	Unreliable
	"Hawaii"	"15"	"2014"	"2014"	18	80768	Unreliable
	"Hawaii"	"15"	"2015"	"2015"	16	80589	Unreliable
	"Hawaii"	"15"	"2016"	"2016"	23	79555	28.9
	"Idaho"	"16"	"1999"	"1999"	66	109055	60.5
	"Idaho"	"16"	"2000"	"2000"	43	108003	39.8
	"Idaho"	"16"	"2001"	"2001"	62	108327	57.2
	"Idaho"	"16"	"2002"	"2002"	47	108352	43.4
	"Idaho"	"16"	"2003"	"2003"	53	109137	48.6
	"Idaho"	"16"	"2004"	"2004"	46	110378	41.7
	"Idaho"	"16"	"2005"	"2005"	43	112572	38.2
	"Idaho"	"16"	"2006"	"2006"	58	114095	50.8
	"Idaho"	"16"	"2007"	"2007"	53	115063	46.1
	"Idaho"	"16"	"2008"	"2008"	51	114953	44.4
	"Idaho"	"16"	"2009"	"2009"	39	114808	34.0
	"Idaho"	"16"	"2010"	"2010"	34	115341	29.5
	"Idaho"	"16"	"2011"	"2011"	50	115380	43.3
	"Idaho"	"16"	"2012"	"2012"	43	116148	37.0
	"Idaho"	"16"	"2013"	"2013"	34	118430	28.7
	"Idaho"	"16"	"2014"	"2014"	40	120168	33.3
	"Idaho"	"16"	"2015"	"2015"	50	121908	41.0
	"Idaho"	"16"	"2016"	"2016"	50	123404	40.5
	"Illinois"	"17"	"1999"	"1999"	416	888500	46.8
	"Illinois"	"17"	"2000"	"2000"	368	887341	41.5
	"Illinois"	"17"	"2001"	"2001"	381	893973	42.6
	"Illinois"	"17"	"2002"	"2002"	381	903894	42.2
	"Illinois"	"17"	"2003"	"2003"	355	914829	38.8
	"Illinois"	"17"	"2004"	"2004"	329	923346	35.6
	"Illinois"	"17"	"2005"	"2005"	322	931298	34.6
	"Illinois"	"17"	"2006"	"2006"	331	934039	35.4
	"Illinois"	"17"	"2007"	"2007"	355	932718	38.1
	"Illinois"	"17"	"2008"	"2008"	299	925592	32.3
	"Illinois"	"17"	"2009"	"2009"	264	917564	28.8
	"Illinois"	"17"	"2010"	"2010"	298	909577	32.8
	"Illinois"	"17"	"2011"	"2011"	301	894176	33.7
	"Illinois"	"17"	"2012"	"2012"	269	880825	30.5
	"Illinois"	"17"	"2013"	"2013"	239	870687	27.4
	"Illinois"	"17"	"2014"	"2014"	262	863298	30.3
	"Illinois"	"17"	"2015"	"2015"	248	854288	29.0
	"Illinois"	"17"	"2016"	"2016"	296	847430	34.9
	"Indiana"	"18"	"1999"	"1999"	207	441074	46.9
	"Indiana"	"18"	"2000"	"2000"	217	439529	49.4
	"Indiana"	"18"	"2001"	"2001"	198	441729	44.8
	"Indiana"	"18"	"2002"	"2002"	194	445557	43.5
	"Indiana"	"18"	"2003"	"2003"	168	451224	37.2
	"Indiana"	"18"	"2004"	"2004"	227	455862	49.8
	"Indiana"	"18"	"2005"	"2005"	194	461628	42.0
	"Indiana"	"18"	"2006"	"2006"	194	465268	41.7
	"Indiana"	"18"	"2007"	"2007"	173	466134	37.1
	"Indiana"	"18"	"2008"	"2008"	192	462148	41.5
	"Indiana"	"18"	"2009"	"2009"	132	460149	28.7
	"Indiana"	"18"	"2010"	"2010"	143	457115	31.3
	"Indiana"	"18"	"2011"	"2011"	129	453185	28.5
	"Indiana"	"18"	"2012"	"2012"	126	451691	27.9
	"Indiana"	"18"	"2013"	"2013"	155	453934	34.1
	"Indiana"	"18"	"2014"	"2014"	134	455417	29.4
	"Indiana"	"18"	"2015"	"2015"	166	454813	36.5
	"Indiana"	"18"	"2016"	"2016"	156	452255	34.5
	"Iowa"	"19"	"1999"	"1999"	100	218691	45.7
	"Iowa"	"19"	"2000"	"2000"	106	216759	48.9
	"Iowa"	"19"	"2001"	"2001"	91	214638	42.4
	"Iowa"	"19"	"2002"	"2002"	76	213792	35.5
	"Iowa"	"19"	"2003"	"2003"	71	213191	33.3
	"Iowa"	"19"	"2004"	"2004"	74	213420	34.7
	"Iowa"	"19"	"2005"	"2005"	82	213665	38.4
	"Iowa"	"19"	"2006"	"2006"	82	214112	38.3
	"Iowa"	"19"	"2007"	"2007"	84	212268	39.6
	"Iowa"	"19"	"2008"	"2008"	56	209211	26.8
	"Iowa"	"19"	"2009"	"2009"	53	206279	25.7
	"Iowa"	"19"	"2010"	"2010"	72	204292	35.2
	"Iowa"	"19"	"2011"	"2011"	81	203012	39.9
	"Iowa"	"19"	"2012"	"2012"	61	202269	30.2
	"Iowa"	"19"	"2013"	"2013"	61	203506	30.0
	"Iowa"	"19"	"2014"	"2014"	58	204428	28.4
	"Iowa"	"19"	"2015"	"2015"	65	204308	31.8
	"Iowa"	"19"	"2016"	"2016"	65	204150	31.8
	"Kansas"	"20"	"1999"	"1999"	106	207943	51.0
	"Kansas"	"20"	"2000"	"2000"	107	206878	51.7
	"Kansas"	"20"	"2001"	"2001"	110	206833	53.2
	"Kansas"	"20"	"2002"	"2002"	82	206644	39.7
	"Kansas"	"20"	"2003"	"2003"	85	206853	41.1
	"Kansas"	"20"	"2004"	"2004"	82	205195	40.0
	"Kansas"	"20"	"2005"	"2005"	75	204552	36.7
	"Kansas"	"20"	"2006"	"2006"	79	203625	38.8
	"Kansas"	"20"	"2007"	"2007"	78	202369	38.5
	"Kansas"	"20"	"2008"	"2008"	72	199635	36.1
	"Kansas"	"20"	"2009"	"2009"	73	199722	36.6
	"Kansas"	"20"	"2010"	"2010"	73	198491	36.8
	"Kansas"	"20"	"2011"	"2011"	68	197254	34.5
	"Kansas"	"20"	"2012"	"2012"	67	196978	34.0
	"Kansas"	"20"	"2013"	"2013"	66	199012	33.2
	"Kansas"	"20"	"2014"	"2014"	71	199302	35.6
	"Kansas"	"20"	"2015"	"2015"	63	199106	31.6
	"Kansas"	"20"	"2016"	"2016"	61	198563	30.7
	"Kentucky"	"21"	"1999"	"1999"	144	284557	50.6
	"Kentucky"	"21"	"2000"	"2000"	146	281288	51.9
	"Kentucky"	"21"	"2001"	"2001"	124	280225	44.3
	"Kentucky"	"21"	"2002"	"2002"	155	281790	55.0
	"Kentucky"	"21"	"2003"	"2003"	149	284842	52.3
	"Kentucky"	"21"	"2004"	"2004"	147	286538	51.3
	"Kentucky"	"21"	"2005"	"2005"	132	290213	45.5
	"Kentucky"	"21"	"2006"	"2006"	117	293086	39.9
	"Kentucky"	"21"	"2007"	"2007"	129	292816	44.1
	"Kentucky"	"21"	"2008"	"2008"	136	291743	46.6
	"Kentucky"	"21"	"2009"	"2009"	102	288315	35.4
	"Kentucky"	"21"	"2010"	"2010"	120	286268	41.9
	"Kentucky"	"21"	"2011"	"2011"	79	284770	27.7
	"Kentucky"	"21"	"2012"	"2012"	106	283337	37.4
	"Kentucky"	"21"	"2013"	"2013"	60	285348	21.0
	"Kentucky"	"21"	"2014"	"2014"	90	286178	31.4
	"Kentucky"	"21"	"2015"	"2015"	92	285455	32.2
	"Kentucky"	"21"	"2016"	"2016"	118	285435	41.3
	"Louisiana"	"22"	"1999"	"1999"	215	364233	59.0
	"Louisiana"	"22"	"2000"	"2000"	178	358662	49.6
	"Louisiana"	"22"	"2001"	"2001"	203	353043	57.5
	"Louisiana"	"22"	"2002"	"2002"	214	350225	61.1
	"Louisiana"	"22"	"2003"	"2003"	177	348428	50.8
	"Louisiana"	"22"	"2004"	"2004"	198	346778	57.1
	"Louisiana"	"22"	"2005"	"2005"	208	345301	60.2
	"Louisiana"	"22"	"2006"	"2006"	162	321890	50.3
	"Louisiana"	"22"	"2007"	"2007"	176	321946	54.7
	"Louisiana"	"22"	"2008"	"2008"	172	318808	54.0
	"Louisiana"	"22"	"2009"	"2009"	163	314505	51.8
	"Louisiana"	"22"	"2010"	"2010"	145	311397	46.6
	"Louisiana"	"22"	"2011"	"2011"	121	306799	39.4
	"Louisiana"	"22"	"2012"	"2012"	119	305675	38.9
	"Louisiana"	"22"	"2013"	"2013"	146	307565	47.5
	"Louisiana"	"22"	"2014"	"2014"	132	309029	42.7
	"Louisiana"	"22"	"2015"	"2015"	145	308609	47.0
	"Louisiana"	"22"	"2016"	"2016"	139	308004	45.1
	"Maine"	"23"	"1999"	"1999"	42	92170	45.6
	"Maine"	"23"	"2000"	"2000"	37	92296	40.1
	"Maine"	"23"	"2001"	"2001"	39	93564	41.7
	"Maine"	"23"	"2002"	"2002"	32	94293	33.9
	"Maine"	"23"	"2003"	"2003"	35	94953	36.9
	"Maine"	"23"	"2004"	"2004"	33	94847	34.8
	"Maine"	"23"	"2005"	"2005"	44	94298	46.7
	"Maine"	"23"	"2006"	"2006"	43	93068	46.2
	"Maine"	"23"	"2007"	"2007"	22	91091	24.2
	"Maine"	"23"	"2008"	"2008"	32	88308	36.2
	"Maine"	"23"	"2009"	"2009"	23	85942	26.8
	"Maine"	"23"	"2010"	"2010"	30	83934	35.7
	"Maine"	"23"	"2011"	"2011"	20	81869	24.4
	"Maine"	"23"	"2012"	"2012"	20	80423	24.9
	"Maine"	"23"	"2013"	"2013"	25	79494	31.4
	"Maine"	"23"	"2014"	"2014"	26	78880	33.0
	"Maine"	"23"	"2015"	"2015"	20	77623	25.8
	"Maine"	"23"	"2016"	"2016"	23	76451	30.1
	"Maryland"	"24"	"1999"	"1999"	172	365209	47.1
	"Maryland"	"24"	"2000"	"2000"	169	370814	45.6
	"Maryland"	"24"	"2001"	"2001"	153	381427	40.1
	"Maryland"	"24"	"2002"	"2002"	162	392115	41.3
	"Maryland"	"24"	"2003"	"2003"	167	403099	41.4
	"Maryland"	"24"	"2004"	"2004"	179	412401	43.4
	"Maryland"	"24"	"2005"	"2005"	163	418207	39.0
	"Maryland"	"24"	"2006"	"2006"	144	419331	34.3
	"Maryland"	"24"	"2007"	"2007"	177	414976	42.7
	"Maryland"	"24"	"2008"	"2008"	137	407736	33.6
	"Maryland"	"24"	"2009"	"2009"	112	400520	28.0
	"Maryland"	"24"	"2010"	"2010"	115	395627	29.1
	"Maryland"	"24"	"2011"	"2011"	113	387186	29.2
	"Maryland"	"24"	"2012"	"2012"	101	383742	26.3
	"Maryland"	"24"	"2013"	"2013"	87	381837	22.8
	"Maryland"	"24"	"2014"	"2014"	73	382828	19.1
	"Maryland"	"24"	"2015"	"2015"	99	380893	26.0
	"Maryland"	"24"	"2016"	"2016"	101	379962	26.6
	"Massachusetts"	"25"	"1999"	"1999"	117	402723	29.1
	"Massachusetts"	"25"	"2000"	"2000"	117	408023	28.7
	"Massachusetts"	"25"	"2001"	"2001"	105	419168	25.0
	"Massachusetts"	"25"	"2002"	"2002"	88	428633	20.5
	"Massachusetts"	"25"	"2003"	"2003"	125	437970	28.5
	"Massachusetts"	"25"	"2004"	"2004"	122	443610	27.5
	"Massachusetts"	"25"	"2005"	"2005"	102	445369	22.9
	"Massachusetts"	"25"	"2006"	"2006"	100	444818	22.5
	"Massachusetts"	"25"	"2007"	"2007"	105	441741	23.8
	"Massachusetts"	"25"	"2008"	"2008"	89	434901	20.5
	"Massachusetts"	"25"	"2009"	"2009"	82	428985	19.1
	"Massachusetts"	"25"	"2010"	"2010"	86	425432	20.2
	"Massachusetts"	"25"	"2011"	"2011"	79	418100	18.9
	"Massachusetts"	"25"	"2012"	"2012"	64	415681	15.4
	"Massachusetts"	"25"	"2013"	"2013"	69	412105	16.7
	"Massachusetts"	"25"	"2014"	"2014"	76	412361	18.4
	"Massachusetts"	"25"	"2015"	"2015"	73	411026	17.8
	"Massachusetts"	"25"	"2016"	"2016"	86	410234	21.0
	"Michigan"	"26"	"1999"	"1999"	292	722473	40.4
	"Michigan"	"26"	"2000"	"2000"	295	723994	40.7
	"Michigan"	"26"	"2001"	"2001"	294	733185	40.1
	"Michigan"	"26"	"2002"	"2002"	305	741368	41.1
	"Michigan"	"26"	"2003"	"2003"	271	754884	35.9
	"Michigan"	"26"	"2004"	"2004"	317	765128	41.4
	"Michigan"	"26"	"2005"	"2005"	262	771242	34.0
	"Michigan"	"26"	"2006"	"2006"	251	769108	32.6
	"Michigan"	"26"	"2007"	"2007"	256	762450	33.6
	"Michigan"	"26"	"2008"	"2008"	222	742569	29.9
	"Michigan"	"26"	"2009"	"2009"	248	721919	34.4
	"Michigan"	"26"	"2010"	"2010"	230	707866	32.5
	"Michigan"	"26"	"2011"	"2011"	210	689503	30.5
	"Michigan"	"26"	"2012"	"2012"	209	679393	30.8
	"Michigan"	"26"	"2013"	"2013"	206	673933	30.6
	"Michigan"	"26"	"2014"	"2014"	181	669628	27.0
	"Michigan"	"26"	"2015"	"2015"	215	661451	32.5
	"Michigan"	"26"	"2016"	"2016"	218	651703	33.5
	"Minnesota"	"27"	"1999"	"1999"	135	375856	35.9
	"Minnesota"	"27"	"2000"	"2000"	130	376508	34.5
	"Minnesota"	"27"	"2001"	"2001"	114	380180	30.0
	"Minnesota"	"27"	"2002"	"2002"	162	382631	42.3
	"Minnesota"	"27"	"2003"	"2003"	148	383531	38.6
	"Minnesota"	"27"	"2004"	"2004"	129	382975	33.7
	"Minnesota"	"27"	"2005"	"2005"	126	382592	32.9
	"Minnesota"	"27"	"2006"	"2006"	123	380700	32.3
	"Minnesota"	"27"	"2007"	"2007"	102	376923	27.1
	"Minnesota"	"27"	"2008"	"2008"	86	370380	23.2
	"Minnesota"	"27"	"2009"	"2009"	96	365630	26.3
	"Minnesota"	"27"	"2010"	"2010"	110	361944	30.4
	"Minnesota"	"27"	"2011"	"2011"	84	356963	23.5
	"Minnesota"	"27"	"2012"	"2012"	96	354757	27.1
	"Minnesota"	"27"	"2013"	"2013"	82	355314	23.1
	"Minnesota"	"27"	"2014"	"2014"	101	357055	28.3
	"Minnesota"	"27"	"2015"	"2015"	83	356373	23.3
	"Minnesota"	"27"	"2016"	"2016"	83	357298	23.2
	"Mississippi"	"28"	"1999"	"1999"	167	225567	74.0
	"Mississippi"	"28"	"2000"	"2000"	160	222028	72.1
	"Mississippi"	"28"	"2001"	"2001"	128	218760	58.5
	"Mississippi"	"28"	"2002"	"2002"	145	218026	66.5
	"Mississippi"	"28"	"2003"	"2003"	133	219163	60.7
	"Mississippi"	"28"	"2004"	"2004"	137	220079	62.3
	"Mississippi"	"28"	"2005"	"2005"	126	221894	56.8
	"Mississippi"	"28"	"2006"	"2006"	117	223687	52.3
	"Mississippi"	"28"	"2007"	"2007"	122	222860	54.7
	"Mississippi"	"28"	"2008"	"2008"	126	218917	57.6
	"Mississippi"	"28"	"2009"	"2009"	115	216169	53.2
	"Mississippi"	"28"	"2010"	"2010"	98	213033	46.0
	"Mississippi"	"28"	"2011"	"2011"	87	209007	41.6
	"Mississippi"	"28"	"2012"	"2012"	87	207241	42.0
