"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"2009"	"2009"	950	1627343	58.4
	"Arizona"	"04"	"2010"	"2010"	861	1629014	52.9
	"Arizona"	"04"	"2011"	"2011"	835	1625114	51.4
	"Arizona"	"04"	"2012"	"2012"	847	1620894	52.3
	"Arizona"	"04"	"2013"	"2013"	807	1616814	49.9
	"Arizona"	"04"	"2014"	"2014"	848	1621692	52.3
	"Arizona"	"04"	"2015"	"2015"	774	1622850	47.7
	"Arizona"	"04"	"2016"	"2016"	790	1631492	48.4
	"Arkansas"	"05"	"1999"	"1999"	551	681940	80.8
	"Arkansas"	"05"	"2000"	"2000"	587	680369	86.3
	"Arkansas"	"05"	"2001"	"2001"	559	679606	82.3
	"Arkansas"	"05"	"2002"	"2002"	571	678798	84.1
	"Arkansas"	"05"	"2003"	"2003"	539	679579	79.3
	"Arkansas"	"05"	"2004"	"2004"	589	683166	86.2
	"Arkansas"	"05"	"2005"	"2005"	545	689787	79.0
	"Arkansas"	"05"	"2006"	"2006"	575	697842	82.4
	"Arkansas"	"05"	"2007"	"2007"	549	702737	78.1
	"Arkansas"	"05"	"2008"	"2008"	520	705725	73.7
	"Arkansas"	"05"	"2009"	"2009"	505	707886	71.3
	"Arkansas"	"05"	"2010"	"2010"	473	711475	66.5
	"Arkansas"	"05"	"2011"	"2011"	465	710474	65.4
	"Arkansas"	"05"	"2012"	"2012"	491	710881	69.1
	"Arkansas"	"05"	"2013"	"2013"	479	709866	67.5
	"Arkansas"	"05"	"2014"	"2014"	466	707019	65.9
	"Arkansas"	"05"	"2015"	"2015"	467	705300	66.2
	"Arkansas"	"05"	"2016"	"2016"	484	705053	68.6
	"California"	"06"	"1999"	"1999"	4862	9207878	52.8
	"California"	"06"	"2000"	"2000"	4920	9249829	53.2
	"California"	"06"	"2001"	"2001"	4821	9325466	51.7
	"California"	"06"	"2002"	"2002"	4877	9365142	52.1
	"California"	"06"	"2003"	"2003"	4875	9404594	51.8
	"California"	"06"	"2004"	"2004"	4783	9418497	50.8
	"California"	"06"	"2005"	"2005"	4939	9405565	52.5
	"California"	"06"	"2006"	"2006"	4811	9370884	51.3
	"California"	"06"	"2007"	"2007"	4762	9335620	51.0
	"California"	"06"	"2008"	"2008"	4478	9321621	48.0
	"California"	"06"	"2009"	"2009"	4266	9294501	45.9
	"California"	"06"	"2010"	"2010"	3871	9295040	41.6
	"California"	"06"	"2011"	"2011"	3814	9271919	41.1
	"California"	"06"	"2012"	"2012"	3560	9240219	38.5
	"California"	"06"	"2013"	"2013"	3688	9174877	40.2
	"California"	"06"	"2014"	"2014"	3441	9153152	37.6
	"California"	"06"	"2015"	"2015"	3457	9120916	37.9
	"California"	"06"	"2016"	"2016"	3467	9092863	38.1
	"Colorado"	"08"	"1999"	"1999"	719	1083938	66.3
	"Colorado"	"08"	"2000"	"2000"	675	1100795	61.3
	"Colorado"	"08"	"2001"	"2001"	674	1126647	59.8
	"Colorado"	"08"	"2002"	"2002"	697	1138273	61.2
	"Colorado"	"08"	"2003"	"2003"	718	1144597	62.7
	"Colorado"	"08"	"2004"	"2004"	705	1146369	61.5
	"Colorado"	"08"	"2005"	"2005"	718	1156399	62.1
	"Colorado"	"08"	"2006"	"2006"	670	1171832	57.2
	"Colorado"	"08"	"2007"	"2007"	669	1189434	56.2
	"Colorado"	"08"	"2008"	"2008"	685	1203289	56.9
	"Colorado"	"08"	"2009"	"2009"	672	1217213	55.2
	"Colorado"	"08"	"2010"	"2010"	624	1225609	50.9
	"Colorado"	"08"	"2011"	"2011"	581	1230088	47.2
	"Colorado"	"08"	"2012"	"2012"	515	1231358	41.8
	"Colorado"	"08"	"2013"	"2013"	580	1237932	46.9
	"Colorado"	"08"	"2014"	"2014"	543	1246372	43.6
	"Colorado"	"08"	"2015"	"2015"	546	1257065	43.4
	"Colorado"	"08"	"2016"	"2016"	563	1261372	44.6
	"Connecticut"	"09"	"1999"	"1999"	418	834654	50.1
	"Connecticut"	"09"	"2000"	"2000"	436	841688	51.8
	"Connecticut"	"09"	"2001"	"2001"	411	845850	48.6
	"Connecticut"	"09"	"2002"	"2002"	416	848877	49.0
	"Connecticut"	"09"	"2003"	"2003"	368	851115	43.2
	"Connecticut"	"09"	"2004"	"2004"	369	848979	43.5
	"Connecticut"	"09"	"2005"	"2005"	384	844034	45.5
	"Connecticut"	"09"	"2006"	"2006"	371	839372	44.2
	"Connecticut"	"09"	"2007"	"2007"	394	833484	47.3
	"Connecticut"	"09"	"2008"	"2008"	353	826626	42.7
	"Connecticut"	"09"	"2009"	"2009"	324	820839	39.5
	"Connecticut"	"09"	"2010"	"2010"	296	817015	36.2
	"Connecticut"	"09"	"2011"	"2011"	309	803314	38.5
	"Connecticut"	"09"	"2012"	"2012"	318	793558	40.1
	"Connecticut"	"09"	"2013"	"2013"	267	785566	34.0
	"Connecticut"	"09"	"2014"	"2014"	259	775430	33.4
	"Connecticut"	"09"	"2015"	"2015"	281	764059	36.8
	"Connecticut"	"09"	"2016"	"2016"	263	753294	34.9
	"Delaware"	"10"	"1999"	"1999"	119	192510	61.8
	"Delaware"	"10"	"2000"	"2000"	158	194587	81.2
	"Delaware"	"10"	"2001"	"2001"	168	196038	85.7
	"Delaware"	"10"	"2002"	"2002"	158	196946	80.2
	"Delaware"	"10"	"2003"	"2003"	148	198045	74.7
	"Delaware"	"10"	"2004"	"2004"	164	199631	82.2
	"Delaware"	"10"	"2005"	"2005"	147	201988	72.8
	"Delaware"	"10"	"2006"	"2006"	136	203729	66.8
	"Delaware"	"10"	"2007"	"2007"	123	205155	60.0
	"Delaware"	"10"	"2008"	"2008"	134	206116	65.0
	"Delaware"	"10"	"2009"	"2009"	135	206213	65.5
	"Delaware"	"10"	"2010"	"2010"	121	205765	58.8
	"Delaware"	"10"	"2011"	"2011"	141	204668	68.9
	"Delaware"	"10"	"2012"	"2012"	131	205050	63.9
	"Delaware"	"10"	"2013"	"2013"	107	203558	52.6
	"Delaware"	"10"	"2014"	"2014"	104	204247	50.9
	"Delaware"	"10"	"2015"	"2015"	130	204386	63.6
	"Delaware"	"10"	"2016"	"2016"	126	204274	61.7
	"District of Columbia"	"11"	"1999"	"1999"	167	115003	145.2
	"District of Columbia"	"11"	"2000"	"2000"	135	114992	117.4
	"District of Columbia"	"11"	"2001"	"2001"	126	114625	109.9
	"District of Columbia"	"11"	"2002"	"2002"	126	113822	110.7
	"District of Columbia"	"11"	"2003"	"2003"	117	111403	105.0
	"District of Columbia"	"11"	"2004"	"2004"	150	109756	136.7
	"District of Columbia"	"11"	"2005"	"2005"	150	107187	139.9
	"District of Columbia"	"11"	"2006"	"2006"	140	105651	132.5
	"District of Columbia"	"11"	"2007"	"2007"	158	104126	151.7
	"District of Columbia"	"11"	"2008"	"2008"	157	102257	153.5
	"District of Columbia"	"11"	"2009"	"2009"	122	102098	119.5
	"District of Columbia"	"11"	"2010"	"2010"	105	100815	104.2
	"District of Columbia"	"11"	"2011"	"2011"	92	105334	87.3
	"District of Columbia"	"11"	"2012"	"2012"	102	109480	93.2
	"District of Columbia"	"11"	"2013"	"2013"	84	111474	75.4
	"District of Columbia"	"11"	"2014"	"2014"	90	115305	78.1
	"District of Columbia"	"11"	"2015"	"2015"	112	118107	94.8
	"District of Columbia"	"11"	"2016"	"2016"	95	120893	78.6
	"Florida"	"12"	"1999"	"1999"	2504	3611711	69.3
	"Florida"	"12"	"2000"	"2000"	2452	3646340	67.2
	"Florida"	"12"	"2001"	"2001"	2500	3714439	67.3
	"Florida"	"12"	"2002"	"2002"	2545	3774624	67.4
	"Florida"	"12"	"2003"	"2003"	2578	3820876	67.5
	"Florida"	"12"	"2004"	"2004"	2552	3890734	65.6
	"Florida"	"12"	"2005"	"2005"	2706	3968178	68.2
	"Florida"	"12"	"2006"	"2006"	2758	4022912	68.6
	"Florida"	"12"	"2007"	"2007"	2717	4031098	67.4
	"Florida"	"12"	"2008"	"2008"	2561	4018372	63.7
	"Florida"	"12"	"2009"	"2009"	2407	3997283	60.2
	"Florida"	"12"	"2010"	"2010"	2217	4002091	55.4
	"Florida"	"12"	"2011"	"2011"	2204	3994431	55.2
	"Florida"	"12"	"2012"	"2012"	2052	4002480	51.3
	"Florida"	"12"	"2013"	"2013"	2115	4026674	52.5
	"Florida"	"12"	"2014"	"2014"	2140	4053584	52.8
	"Florida"	"12"	"2015"	"2015"	2249	4105129	54.8
	"Florida"	"12"	"2016"	"2016"	2220	4146712	53.5
	"Georgia"	"13"	"1999"	"1999"	1735	2130698	81.4
	"Georgia"	"13"	"2000"	"2000"	1788	2169234	82.4
	"Georgia"	"13"	"2001"	"2001"	1833	2215390	82.7
	"Georgia"	"13"	"2002"	"2002"	1803	2249784	80.1
	"Georgia"	"13"	"2003"	"2003"	1804	2278710	79.2
	"Georgia"	"13"	"2004"	"2004"	1772	2308855	76.7
	"Georgia"	"13"	"2005"	"2005"	1793	2353604	76.2
	"Georgia"	"13"	"2006"	"2006"	1826	2406014	75.9
	"Georgia"	"13"	"2007"	"2007"	1829	2456249	74.5
	"Georgia"	"13"	"2008"	"2008"	1776	2479097	71.6
	"Georgia"	"13"	"2009"	"2009"	1596	2485781	64.2
	"Georgia"	"13"	"2010"	"2010"	1436	2491552	57.6
	"Georgia"	"13"	"2011"	"2011"	1406	2489858	56.5
	"Georgia"	"13"	"2012"	"2012"	1278	2490125	51.3
	"Georgia"	"13"	"2013"	"2013"	1438	2489709	57.8
	"Georgia"	"13"	"2014"	"2014"	1485	2493282	59.6
	"Georgia"	"13"	"2015"	"2015"	1601	2504172	63.9
	"Georgia"	"13"	"2016"	"2016"	1533	2511544	61.0
	"Hawaii"	"15"	"1999"	"1999"	167	299680	55.7
	"Hawaii"	"15"	"2000"	"2000"	190	295767	64.2
	"Hawaii"	"15"	"2001"	"2001"	160	294133	54.4
	"Hawaii"	"15"	"2002"	"2002"	184	293600	62.7
	"Hawaii"	"15"	"2003"	"2003"	198	294519	67.2
	"Hawaii"	"15"	"2004"	"2004"	167	298103	56.0
	"Hawaii"	"15"	"2005"	"2005"	167	298497	55.9
	"Hawaii"	"15"	"2006"	"2006"	173	299313	57.8
	"Hawaii"	"15"	"2007"	"2007"	177	300207	59.0
	"Hawaii"	"15"	"2008"	"2008"	155	301094	51.5
	"Hawaii"	"15"	"2009"	"2009"	175	302796	57.8
	"Hawaii"	"15"	"2010"	"2010"	166	303818	54.6
	"Hawaii"	"15"	"2011"	"2011"	157	304604	51.5
	"Hawaii"	"15"	"2012"	"2012"	138	303011	45.5
	"Hawaii"	"15"	"2013"	"2013"	180	307266	58.6
	"Hawaii"	"15"	"2014"	"2014"	127	308444	41.2
	"Hawaii"	"15"	"2015"	"2015"	152	310833	48.9
	"Hawaii"	"15"	"2016"	"2016"	166	308016	53.9
	"Idaho"	"16"	"1999"	"1999"	273	366689	74.5
	"Idaho"	"16"	"2000"	"2000"	247	369030	66.9
	"Idaho"	"16"	"2001"	"2001"	253	373145	67.8
	"Idaho"	"16"	"2002"	"2002"	230	375986	61.2
	"Idaho"	"16"	"2003"	"2003"	255	379241	67.2
	"Idaho"	"16"	"2004"	"2004"	249	384692	64.7
	"Idaho"	"16"	"2005"	"2005"	240	394651	60.8
	"Idaho"	"16"	"2006"	"2006"	294	404753	72.6
	"Idaho"	"16"	"2007"	"2007"	278	415024	67.0
	"Idaho"	"16"	"2008"	"2008"	248	422347	58.7
	"Idaho"	"16"	"2009"	"2009"	214	426076	50.2
	"Idaho"	"16"	"2010"	"2010"	202	429072	47.1
	"Idaho"	"16"	"2011"	"2011"	212	428116	49.5
	"Idaho"	"16"	"2012"	"2012"	202	426653	47.3
	"Idaho"	"16"	"2013"	"2013"	208	427781	48.6
	"Idaho"	"16"	"2014"	"2014"	217	431080	50.3
	"Idaho"	"16"	"2015"	"2015"	188	432837	43.4
	"Idaho"	"16"	"2016"	"2016"	246	437173	56.3
	"Illinois"	"17"	"1999"	"1999"	2448	3240034	75.6
	"Illinois"	"17"	"2000"	"2000"	2368	3245451	73.0
	"Illinois"	"17"	"2001"	"2001"	2248	3243617	69.3
	"Illinois"	"17"	"2002"	"2002"	2138	3238362	66.0
	"Illinois"	"17"	"2003"	"2003"	2169	3225547	67.2
	"Illinois"	"17"	"2004"	"2004"	2084	3211599	64.9
	"Illinois"	"17"	"2005"	"2005"	1996	3197318	62.4
	"Illinois"	"17"	"2006"	"2006"	1981	3181246	62.3
	"Illinois"	"17"	"2007"	"2007"	1936	3170134	61.1
	"Illinois"	"17"	"2008"	"2008"	1888	3153401	59.9
	"Illinois"	"17"	"2009"	"2009"	1795	3138406	57.2
	"Illinois"	"17"	"2010"	"2010"	1761	3129179	56.3
	"Illinois"	"17"	"2011"	"2011"	1668	3098125	53.8
	"Illinois"	"17"	"2012"	"2012"	1607	3064065	52.4
	"Illinois"	"17"	"2013"	"2013"	1480	3023307	49.0
	"Illinois"	"17"	"2014"	"2014"	1571	2988474	52.6
	"Illinois"	"17"	"2015"	"2015"	1482	2958673	50.1
	"Illinois"	"17"	"2016"	"2016"	1531	2926109	52.3
	"Indiana"	"18"	"1999"	"1999"	1180	1566080	75.3
	"Indiana"	"18"	"2000"	"2000"	1163	1574396	73.9
	"Indiana"	"18"	"2001"	"2001"	1080	1579527	68.4
	"Indiana"	"18"	"2002"	"2002"	1087	1580814	68.8
	"Indiana"	"18"	"2003"	"2003"	1041	1582560	65.8
	"Indiana"	"18"	"2004"	"2004"	1165	1586281	73.4
	"Indiana"	"18"	"2005"	"2005"	1145	1593898	71.8
	"Indiana"	"18"	"2006"	"2006"	1151	1603107	71.8
	"Indiana"	"18"	"2007"	"2007"	1068	1609494	66.4
	"Indiana"	"18"	"2008"	"2008"	1034	1611494	64.2
	"Indiana"	"18"	"2009"	"2009"	1031	1609704	64.0
	"Indiana"	"18"	"2010"	"2010"	959	1608298	59.6
	"Indiana"	"18"	"2011"	"2011"	980	1597603	61.3
	"Indiana"	"18"	"2012"	"2012"	882	1591477	55.4
	"Indiana"	"18"	"2013"	"2013"	952	1586027	60.0
	"Indiana"	"18"	"2014"	"2014"	900	1581927	56.9
	"Indiana"	"18"	"2015"	"2015"	960	1579456	60.8
	"Indiana"	"18"	"2016"	"2016"	970	1575452	61.6
	"Iowa"	"19"	"1999"	"1999"	423	732672	57.7
	"Iowa"	"19"	"2000"	"2000"	460	733638	62.7
	"Iowa"	"19"	"2001"	"2001"	407	728601	55.9
	"Iowa"	"19"	"2002"	"2002"	373	723685	51.5
	"Iowa"	"19"	"2003"	"2003"	385	720102	53.5
	"Iowa"	"19"	"2004"	"2004"	353	718708	49.1
	"Iowa"	"19"	"2005"	"2005"	376	718488	52.3
	"Iowa"	"19"	"2006"	"2006"	362	721703	50.2
	"Iowa"	"19"	"2007"	"2007"	391	723632	54.0
	"Iowa"	"19"	"2008"	"2008"	376	725658	51.8
	"Iowa"	"19"	"2009"	"2009"	318	726969	43.7
	"Iowa"	"19"	"2010"	"2010"	321	727993	44.1
	"Iowa"	"19"	"2011"	"2011"	344	724370	47.5
	"Iowa"	"19"	"2012"	"2012"	346	722953	47.9
	"Iowa"	"19"	"2013"	"2013"	296	724032	40.9
	"Iowa"	"19"	"2014"	"2014"	329	725954	45.3
	"Iowa"	"19"	"2015"	"2015"	316	728796	43.4
	"Iowa"	"19"	"2016"	"2016"	387	730731	53.0
	"Kansas"	"20"	"1999"	"1999"	498	713022	69.8
	"Kansas"	"20"	"2000"	"2000"	491	712993	68.9
	"Kansas"	"20"	"2001"	"2001"	504	710923	70.9
	"Kansas"	"20"	"2002"	"2002"	477	709416	67.2
	"Kansas"	"20"	"2003"	"2003"	455	707847	64.3
	"Kansas"	"20"	"2004"	"2004"	476	705456	67.5
	"Kansas"	"20"	"2005"	"2005"	477	704689	67.7
	"Kansas"	"20"	"2006"	"2006"	459	705277	65.1
	"Kansas"	"20"	"2007"	"2007"	497	711005	69.9
	"Kansas"	"20"	"2008"	"2008"	475	714689	66.5
	"Kansas"	"20"	"2009"	"2009"	458	721841	63.4
	"Kansas"	"20"	"2010"	"2010"	435	726939	59.8
	"Kansas"	"20"	"2011"	"2011"	408	723922	56.4
	"Kansas"	"20"	"2012"	"2012"	404	724304	55.8
	"Kansas"	"20"	"2013"	"2013"	422	724092	58.3
	"Kansas"	"20"	"2014"	"2014"	391	722666	54.1
	"Kansas"	"20"	"2015"	"2015"	381	719557	52.9
	"Kansas"	"20"	"2016"	"2016"	371	714951	51.9
	"Kentucky"	"21"	"1999"	"1999"	703	996382	70.6
	"Kentucky"	"21"	"2000"	"2000"	691	994818	69.5
	"Kentucky"	"21"	"2001"	"2001"	632	994105	63.6
	"Kentucky"	"21"	"2002"	"2002"	689	995251	69.2
	"Kentucky"	"21"	"2003"	"2003"	687	998485	68.8
	"Kentucky"	"21"	"2004"	"2004"	676	998459	67.7
	"Kentucky"	"21"	"2005"	"2005"	669	1004020	66.6
	"Kentucky"	"21"	"2006"	"2006"	697	1011295	68.9
	"Kentucky"	"21"	"2007"	"2007"	665	1016288	65.4
	"Kentucky"	"21"	"2008"	"2008"	676	1022001	66.1
	"Kentucky"	"21"	"2009"	"2009"	646	1021710	63.2
	"Kentucky"	"21"	"2010"	"2010"	646	1023371	63.1
	"Kentucky"	"21"	"2011"	"2011"	569	1020955	55.7
	"Kentucky"	"21"	"2012"	"2012"	643	1018238	63.1
	"Kentucky"	"21"	"2013"	"2013"	531	1014004	52.4
	"Kentucky"	"21"	"2014"	"2014"	612	1012614	60.4
	"Kentucky"	"21"	"2015"	"2015"	604	1011667	59.7
	"Kentucky"	"21"	"2016"	"2016"	623	1010629	61.6
	"Louisiana"	"22"	"1999"	"1999"	1078	1227167	87.8
	"Louisiana"	"22"	"2000"	"2000"	1046	1219799	85.8
	"Louisiana"	"22"	"2001"	"2001"	1108	1204187	92.0
	"Louisiana"	"22"	"2002"	"2002"	1151	1194819	96.3
	"Louisiana"	"22"	"2003"	"2003"	998	1188070	84.0
	"Louisiana"	"22"	"2004"	"2004"	1126	1182731	95.2
	"Louisiana"	"22"	"2005"	"2005"	1075	1177954	91.3
	"Louisiana"	"22"	"2006"	"2006"	979	1078779	90.8
	"Louisiana"	"22"	"2007"	"2007"	979	1096642	89.3
	"Louisiana"	"22"	"2008"	"2008"	979	1108728	88.3
	"Louisiana"	"22"	"2009"	"2009"	929	1114228	83.4
	"Louisiana"	"22"	"2010"	"2010"	785	1118015	70.2
	"Louisiana"	"22"	"2011"	"2011"	816	1118196	73.0
	"Louisiana"	"22"	"2012"	"2012"	824	1117803	73.7
	"Louisiana"	"22"	"2013"	"2013"	862	1112957	77.5
	"Louisiana"	"22"	"2014"	"2014"	814	1113493	73.1
	"Louisiana"	"22"	"2015"	"2015"	846	1114813	75.9
	"Louisiana"	"22"	"2016"	"2016"	833	1113949	74.8
	"Maine"	"23"	"1999"	"1999"	137	302321	45.3
	"Maine"	"23"	"2000"	"2000"	142	301238	47.1
	"Maine"	"23"	"2001"	"2001"	148	300088	49.3
	"Maine"	"23"	"2002"	"2002"	128	298595	42.9
	"Maine"	"23"	"2003"	"2003"	137	296786	46.2
	"Maine"	"23"	"2004"	"2004"	151	294791	51.2
	"Maine"	"23"	"2005"	"2005"	170	292039	58.2
	"Maine"	"23"	"2006"	"2006"	158	288945	54.7
	"Maine"	"23"	"2007"	"2007"	142	286185	49.6
	"Maine"	"23"	"2008"	"2008"	137	282204	48.5
	"Maine"	"23"	"2009"	"2009"	127	277946	45.7
	"Maine"	"23"	"2010"	"2010"	123	274533	44.8
	"Maine"	"23"	"2011"	"2011"	123	269218	45.7
	"Maine"	"23"	"2012"	"2012"	131	265918	49.3
	"Maine"	"23"	"2013"	"2013"	146	261276	55.9
	"Maine"	"23"	"2014"	"2014"	129	258977	49.8
	"Maine"	"23"	"2015"	"2015"	125	256380	48.8
	"Maine"	"23"	"2016"	"2016"	118	254714	46.3
	"Maryland"	"24"	"1999"	"1999"	952	1348659	70.6
	"Maryland"	"24"	"2000"	"2000"	901	1356172	66.4
	"Maryland"	"24"	"2001"	"2001"	948	1366552	69.4
	"Maryland"	"24"	"2002"	"2002"	895	1375354	65.1
	"Maryland"	"24"	"2003"	"2003"	954	1379641	69.1
	"Maryland"	"24"	"2004"	"2004"	1004	1383450	72.6
	"Maryland"	"24"	"2005"	"2005"	847	1382966	61.2
	"Maryland"	"24"	"2006"	"2006"	915	1377756	66.4
	"Maryland"	"24"	"2007"	"2007"	988	1369563	72.1
	"Maryland"	"24"	"2008"	"2008"	924	1359214	68.0
	"Maryland"	"24"	"2009"	"2009"	799	1353631	59.0
	"Maryland"	"24"	"2010"	"2010"	734	1352964	54.3
	"Maryland"	"24"	"2011"	"2011"	734	1346635	54.5
	"Maryland"	"24"	"2012"	"2012"	710	1343800	52.8
	"Maryland"	"24"	"2013"	"2013"	702	1344522	52.2
	"Maryland"	"24"	"2014"	"2014"	692	1350544	51.2
	"Maryland"	"24"	"2015"	"2015"	751	1348226	55.7
	"Maryland"	"24"	"2016"	"2016"	708	1348728	52.5
	"Massachusetts"	"25"	"1999"	"1999"	668	1495818	44.7
	"Massachusetts"	"25"	"2000"	"2000"	648	1500064	43.2
	"Massachusetts"	"25"	"2001"	"2001"	650	1505028	43.2
	"Massachusetts"	"25"	"2002"	"2002"	628	1502652	41.8
	"Massachusetts"	"25"	"2003"	"2003"	635	1493372	42.5
	"Massachusetts"	"25"	"2004"	"2004"	612	1479541	41.4
	"Massachusetts"	"25"	"2005"	"2005"	593	1464140	40.5
	"Massachusetts"	"25"	"2006"	"2006"	572	1450202	39.4
	"Massachusetts"	"25"	"2007"	"2007"	598	1439757	41.5
	"Massachusetts"	"25"	"2008"	"2008"	581	1429727	40.6
	"Massachusetts"	"25"	"2009"	"2009"	557	1422935	39.1
	"Massachusetts"	"25"	"2010"	"2010"	505	1418923	35.6
	"Massachusetts"	"25"	"2011"	"2011"	489	1405015	34.8
	"Massachusetts"	"25"	"2012"	"2012"	459	1401415	32.8
	"Massachusetts"	"25"	"2013"	"2013"	464	1393946	33.3
	"Massachusetts"	"25"	"2014"	"2014"	503	1390468	36.2
	"Massachusetts"	"25"	"2015"	"2015"	482	1387087	34.7
	"Massachusetts"	"25"	"2016"	"2016"	459	1378102	33.3
	"Michigan"	"26"	"1999"	"1999"	1771	2591945	68.3
	"Michigan"	"26"	"2000"	"2000"	1794	2595767	69.1
	"Michigan"	"26"	"2001"	"2001"	1724	2593310	66.5
	"Michigan"	"26"	"2002"	"2002"	1717	2584310	66.4
	"Michigan"	"26"	"2003"	"2003"	1740	2569080	67.7
	"Michigan"	"26"	"2004"	"2004"	1607	2553314	62.9
	"Michigan"	"26"	"2005"	"2005"	1627	2531839	64.3
	"Michigan"	"26"	"2006"	"2006"	1472	2503548	58.8
	"Michigan"	"26"	"2007"	"2007"	1519	2470063	61.5
	"Michigan"	"26"	"2008"	"2008"	1366	2418879	56.5
	"Michigan"	"26"	"2009"	"2009"	1399	2372603	59.0
	"Michigan"	"26"	"2010"	"2010"	1285	2344068	54.8
	"Michigan"	"26"	"2011"	"2011"	1182	2295812	51.5
	"Michigan"	"26"	"2012"	"2012"	1257	2266870	55.5
	"Michigan"	"26"	"2013"	"2013"	1225	2245201	54.6
	"Michigan"	"26"	"2014"	"2014"	1140	2223790	51.3
	"Michigan"	"26"	"2015"	"2015"	1211	2207304	54.9
	"Michigan"	"26"	"2016"	"2016"	1211	2191057	55.3
	"Minnesota"	"27"	"1999"	"1999"	723	1283102	56.3
	"Minnesota"	"27"	"2000"	"2000"	660	1286894	51.3
	"Minnesota"	"27"	"2001"	"2001"	617	1291261	47.8
	"Minnesota"	"27"	"2002"	"2002"	706	1288795	54.8
	"Minnesota"	"27"	"2003"	"2003"	607	1283687	47.3
	"Minnesota"	"27"	"2004"	"2004"	594	1281946	46.3
	"Minnesota"	"27"	"2005"	"2005"	592	1280557	46.2
	"Minnesota"	"27"	"2006"	"2006"	631	1282381	49.2
	"Minnesota"	"27"	"2007"	"2007"	636	1285074	49.5
	"Minnesota"	"27"	"2008"	"2008"	663	1284179	51.6
	"Minnesota"	"27"	"2009"	"2009"	546	1284103	42.5
	"Minnesota"	"27"	"2010"	"2010"	563	1284063	43.8
	"Minnesota"	"27"	"2011"	"2011"	527	1277526	41.3
	"Minnesota"	"27"	"2012"	"2012"	556	1276148	43.6
	"Minnesota"	"27"	"2013"	"2013"	542	1279111	42.4
	"Minnesota"	"27"	"2014"	"2014"	573	1281826	44.7
	"Minnesota"	"27"	"2015"	"2015"	566	1284387	44.1
	"Minnesota"	"27"	"2016"	"2016"	567	1288333	44.0
	"Mississippi"	"28"	"1999"	"1999"	791	775663	102.0
	"Mississippi"	"28"	"2000"	"2000"	812	775187	104.7
